field1,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs,MonthlyPerPerson,isOld,Probability,My Prediction,error
1470,0.040857428,51,0,0.385322935,5000,9,0,1,0,0,0,5000.0,0,0.01466,0,TN
1475,0.275748654,62,0,1348.0,0,7,0,1,0,0,0,0.0,0,0.00662,0,TN
1479,0.216826619,56,1,0.854103343,3618,16,0,3,0,2,0,1206.0,0,0.07249,0,TN
1480,0.205031355,39,0,0.6028403529999999,4083,10,0,2,0,2,0,1361.0,0,0.03267,0,TN
1482,0.555938038,53,0,0.451816271,3330,10,0,0,0,0,0,3330.0,0,0.06417,0,TN
1490,0.030141422,52,0,0.090074333,2286,6,0,0,0,0,0,2286.0,0,0.017269999999999997,0,TN
1492,0.4433792070000001,42,0,1.412587413,1000,8,0,0,0,0,0,1000.0,0,0.01979,0,TN
1493,0.19845490100000002,51,0,0.24616069399999999,4492,7,0,1,0,2,0,1497.333333333333,0,0.01172,0,TN
1499,0.9999998999999999,47,0,2174.0,0,1,0,1,0,0,0,0.0,0,0.07164,0,TN
1501,0.128842063,37,0,0.44555542,8200,10,0,2,0,2,0,2733.333333333333,0,0.0298,0,TN
1507,0.005971329,54,0,0.280197575,4453,13,0,1,0,2,0,1484.333333333333,0,0.01957,0,TN
1512,0.9999998999999999,42,0,31.0,0,0,2,0,0,0,1,0.0,0,0.50918,1,TP
1513,0.386691448,41,3,0.27668932399999996,2500,14,0,0,0,0,0,2500.0,0,0.14643,0,TN
1515,0.689770077,34,0,0.308230874,5855,5,0,2,1,0,0,5855.0,0,0.24543,0,TN
1524,0.072494634,74,0,0.523546435,3800,9,0,2,0,0,0,3800.0,0,0.00551,0,TN
1525,0.072093448,63,1,0.673983917,4600,17,0,1,0,1,0,2300.0,0,0.03538,0,TN
1528,0.457431884,42,1,0.700270556,8500,17,0,3,0,2,0,2833.333333333333,0,0.08556,0,TN
1531,0.032438862,86,0,0.141974187,5500,14,0,1,0,0,0,5500.0,1,0.00525,0,TN
1535,0.019139302,43,0,8.007968127,250,11,0,1,0,2,0,83.33333333333333,0,0.02549,0,TN
1539,0.955236854,63,0,65.0,0,1,0,0,0,2,0,0.0,0,0.0555,0,TN
1547,0.135407518,61,0,0.34365384600000004,5199,12,0,1,0,0,0,5199.0,0,0.01156,0,TN
1561,0.933834167,57,2,6696.0,0,8,0,2,0,0,0,0.0,0,0.24545,0,TN
1562,0.041826362,58,0,2707.0,0,4,0,1,0,2,0,0.0,0,0.0059,0,TN
1575,0.9527988820000001,54,0,0.558740602,6383,10,0,1,0,1,0,3191.5,0,0.08702,0,TN
1577,0.655147395,46,0,0.378128675,5952,6,0,1,0,3,0,1488.0,0,0.04507,0,TN
1588,0.380480301,68,0,0.051771117,2568,2,0,0,0,3,0,642.0,0,0.00992,0,TN
1590,0.68012303,48,0,245.0,0,4,0,0,0,0,0,0.0,0,0.06804,0,TN
1592,0.273435385,48,0,0.218109655,10833,10,0,1,0,0,0,10833.0,0,0.01526,0,TN
1598,0.54691406,67,0,2969.0,0,6,0,2,0,0,0,0.0,0,0.01501,0,TN
1599,0.13224903300000002,49,0,29.0,0,2,0,0,0,0,0,0.0,0,0.01305,0,TN
1609,0.918342055,33,0,0.270289344,2833,4,1,0,2,0,0,2833.0,0,0.5704600000000001,1,FP
1612,0.016128599,60,0,1812.0,0,8,0,1,1,0,0,0.0,0,0.09715,0,TN
1630,0.621007856,64,0,0.31022233899999996,7600,14,1,2,0,1,0,3800.0,0,0.23902,0,TN
1633,0.498488961,39,0,0.286938021,17860,13,0,1,0,0,0,17860.0,0,0.02882,0,TN
1637,0.045759314,41,0,0.409914601,4800,17,0,2,0,2,0,1600.0,0,0.02584,0,TN
1644,0.010893096000000001,71,0,0.194158076,4073,8,1,0,0,0,0,4073.0,0,0.16902,0,TN
1661,0.026621989,62,0,0.290083632,4184,8,0,1,0,2,0,1394.666666666667,0,0.00949,0,TN
1663,0.9999998999999999,50,1,1305.0,0,2,0,1,0,0,1,0.0,0,0.18995,0,FN
1665,0.99200034,57,0,0.5551112220000001,4000,8,0,1,0,0,0,4000.0,0,0.0432,0,TN
1684,0.071129391,80,0,0.09368751800000001,3500,6,0,0,0,0,0,3500.0,0,0.00413,0,TN
1688,0.425597312,43,0,0.302766085,3325,4,0,1,1,0,0,3325.0,0,0.15459,0,TN
1689,0.08745277900000001,71,0,1959.0,0,11,0,1,0,2,0,0.0,0,0.0050100000000000006,0,TN
1694,0.195056302,73,0,1529.0,0,10,0,1,0,2,0,0.0,0,0.00722,0,TN
1700,0.24664436,45,0,0.10996858,3500,5,0,0,0,1,0,1750.0,0,0.01222,0,TN
1706,0.043255885,33,1,0.009998276,5800,7,0,0,0,0,0,5800.0,0,0.02599,0,TN
1712,0.982431974,59,5,0.664255618,14239,13,0,2,1,2,0,4746.333333333333,0,0.51713,1,FP
1713,0.018265099,55,0,0.012643379,7671,6,0,1,0,0,0,7671.0,0,0.01011,0,TN
1714,0.9999998999999999,52,0,0.237812128,6727,2,4,0,1,1,1,3363.5,0,0.57306,1,TP
1719,0.00034999099999999996,73,0,681.0,0,6,0,1,0,0,0,0.0,0,0.00409,0,TN
1727,0.9824035190000001,57,0,2357.0,0,8,0,1,1,0,0,0.0,0,0.31437,0,TN
1729,0.258431665,70,0,4045.0,0,8,0,1,0,1,0,0.0,0,0.00688,0,TN
1736,0.295740852,47,0,0.178619035,3750,3,0,0,0,2,0,1250.0,0,0.01222,0,TN
1738,0.339794165,59,0,3115.0,0,19,0,1,0,0,0,0.0,0,0.01739,0,TN
1739,0.318112126,60,0,0.020152792,7591,2,0,0,0,0,0,7591.0,0,0.01274,0,TN
1743,0.510087113,61,0,0.19865611100000002,15030,6,0,1,0,1,0,7515.0,0,0.016030000000000003,0,TN
1744,0.039753447000000004,66,0,0.243919633,2836,15,0,0,0,0,0,2836.0,0,0.01049,0,TN
1747,0.142398,57,0,0.264079508,4225,6,0,1,0,0,0,4225.0,0,0.01153,0,TN
1750,0.13296265300000001,61,0,0.371699564,3900,10,0,1,0,3,0,975.0,0,0.01258,0,TN
1761,0.056476222,59,0,3612.0,0,7,0,2,0,0,0,0.0,0,0.00706,0,TN
1768,1.624465065,61,0,0.432814229,11750,12,0,1,0,1,0,5875.0,0,0.02476,0,TN
1779,0.017699115,78,0,10.0,0,1,0,0,0,0,0,0.0,0,0.00186,0,TN
1782,0.059627208,63,0,639.0,0,6,0,0,0,1,0,0.0,0,0.00545,0,TN
1784,0.162218632,49,0,0.459160129,4333,9,0,2,0,1,0,2166.5,0,0.02534,0,TN
1789,0.047724174,66,0,0.75812094,2000,11,0,1,0,1,0,1000.0,0,0.00914,0,TN
1794,0.267703359,49,0,0.021265054,9216,4,0,0,0,1,0,4608.0,0,0.01564,0,TN
1800,0.098515058,72,0,1189.0,0,4,0,1,0,0,0,0.0,0,0.0036,0,TN
1805,0.086672375,79,0,0.134648714,7500,15,0,0,0,0,0,7500.0,0,0.00852,0,TN
1810,0.059112597,59,0,1743.0,0,3,0,1,0,0,0,0.0,0,0.00585,0,TN
1812,0.042970201,40,0,45.0,0,6,0,0,0,0,0,0.0,0,0.02326,0,TN
1813,0.026599391,62,0,0.074071225,13000,9,0,1,0,1,0,6500.0,0,0.00344,0,TN
1837,0.9999998999999999,42,0,0.082983403,5000,1,1,0,0,2,0,1666.666666666667,0,0.33459,0,TN
1839,0.924601885,43,1,0.367097806,6880,4,0,0,0,1,1,3440.0,0,0.16247,0,FN
1840,0.25051860000000004,77,0,0.363636364,4300,24,0,0,0,0,0,4300.0,0,0.00687,0,TN
1851,0.9999998999999999,32,0,0.096394145,2800,1,0,0,0,1,0,1400.0,0,0.12829000000000002,0,TN
1856,0.180280146,47,0,0.02849715,10000,4,0,0,0,5,0,1666.666666666667,0,0.02028,0,TN
1858,1.209302326,49,0,10.0,0,1,0,0,0,0,0,0.0,0,0.22755,0,TN
1877,0.508254824,47,0,0.58369593,7813,9,0,1,0,1,0,3906.5,0,0.06803,0,TN
1879,0.280334483,34,0,0.558411882,3500,10,0,1,0,0,0,3500.0,0,0.0243,0,TN
1880,0.014083736999999999,67,0,0.129409265,4705,7,0,1,0,0,0,4705.0,0,0.00647,0,TN
1881,0.508008865,49,1,0.360940809,8970,10,0,2,0,4,0,1794.0,0,0.11446,0,TN
1886,0.010646433,32,0,0.0008309789999999999,6016,8,0,0,0,2,0,2005.333333333333,0,0.02421,0,TN
1893,0.081071193,44,0,0.332041747,16000,9,0,4,0,3,0,4000.0,0,0.031639999999999995,0,TN
1899,0.049889802000000004,44,1,2549.0,0,6,0,1,0,0,0,0.0,0,0.0294,0,TN
1900,0.5565919810000001,45,0,1.409716125,6833,22,0,8,0,0,0,6833.0,0,0.24942,0,TN
1902,0.9063817270000001,50,0,5317.0,0,16,0,2,0,2,0,0.0,0,0.12553,0,TN
1903,0.59410642,42,0,0.8384482529999999,7526,14,0,4,0,2,0,2508.6666666666665,0,0.09665,0,TN
1906,0.046458026,64,0,0.13311688300000002,7083,9,0,0,0,0,0,7083.0,0,0.00613,0,TN
1907,0.033934804,57,0,5354.0,0,9,0,2,0,4,0,0.0,0,0.01121,0,TN
1914,0.060876125,67,0,0.122324159,5885,10,0,0,0,2,0,1961.666666666667,0,0.00966,0,TN
1917,0.389287936,63,0,1633.0,0,9,0,1,0,0,0,0.0,0,0.01277,0,TN
1921,0.484136932,46,0,0.144113613,12392,7,0,1,0,0,0,12392.0,0,0.01334,0,TN
1928,0.009386388,71,0,0.010705922,2988,12,0,0,0,0,0,2988.0,0,0.00543,0,TN
1930,0.665173572,54,0,0.166102842,2955,3,0,0,0,0,0,2955.0,0,0.07455,0,TN
1932,0.02579742,75,0,0.005178402,15834,2,0,0,0,1,0,7917.0,0,0.00112,0,TN
1934,0.0,42,0,0.0,5000,2,0,0,0,0,0,5000.0,0,0.01905,0,TN
1943,0.611393314,51,0,0.401873049,9609,14,0,2,0,0,0,9609.0,0,0.05394,0,TN
1945,0.00729301,58,0,0.470048177,11000,10,0,1,0,0,0,11000.0,0,0.01077,0,TN
1955,0.02374947,59,0,0.090883991,21730,8,0,1,0,0,0,21730.0,0,0.00691,0,TN
1962,0.0,60,0,0.624692034,3652,9,0,2,0,0,0,3652.0,0,0.0132,0,TN
1970,0.047647617999999996,73,0,639.0,0,5,0,1,0,0,0,0.0,0,0.00336,0,TN
1981,0.016422761,83,0,0.005982291999999999,4178,8,0,0,0,0,0,4178.0,1,0.00395,0,TN
2009,0.44798599999999994,58,0,1408.0,0,5,0,1,0,0,0,0.0,0,0.01486,0,TN
2011,0.07751379900000001,29,0,0.011997715,5250,4,0,0,0,1,0,2625.0,0,0.02354,0,TN
2014,0.45750741100000003,39,0,1003.0,0,5,0,0,0,0,0,0.0,0,0.01342,0,TN
2022,0.314304201,51,0,0.44015995399999996,3500,13,0,0,0,1,0,1750.0,0,0.04419,0,TN
2025,0.9999998999999999,46,0,0.42785493799999996,5183,4,1,1,0,7,1,647.875,0,0.43894,0,FN
2029,0.28393059800000003,55,0,1.51545916,4333,14,0,2,0,2,0,1444.333333333333,0,0.03311,0,TN
2033,0.752445768,55,2,0.30539568300000003,2779,5,2,0,1,0,1,2779.0,0,0.47266,0,FN
2035,0.971792188,52,0,0.76123817,5071,15,0,1,0,1,0,2535.5,0,0.16208,0,TN
2036,0.17773046899999995,34,0,0.156888693,6800,8,0,0,0,0,0,6800.0,0,0.01139,0,TN
2037,0.6402084370000001,39,0,2441.0,0,7,0,1,0,0,0,0.0,0,0.05846000000000001,0,TN
2040,0.9501051229999999,46,0,0.52499494,4940,5,0,1,0,3,0,1235.0,0,0.10535,0,TN
2041,0.021748641000000003,88,0,10.0,0,3,0,0,0,0,0,0.0,1,0.00306,0,TN
2046,0.030960339,51,1,0.255676759,8983,22,0,1,0,0,0,8983.0,0,0.03037,0,TN
2049,0.7021366170000001,56,0,0.242281682,3400,8,0,1,0,0,0,3400.0,0,0.05414,0,TN
2051,0.01292519,54,0,0.00235248,5100,9,0,0,0,3,0,1275.0,0,0.01583,0,TN
2054,0.007363245999999999,75,0,0.002999,3000,5,0,0,0,0,0,3000.0,0,0.00337,0,TN
2056,0.285528031,27,0,0.208661417,2539,2,0,0,0,0,0,2539.0,0,0.01342,0,TN
2058,0.6598908410000001,41,0,0.37409409899999996,8692,11,0,2,0,4,0,1738.4,0,0.07144,0,TN
2059,0.157880118,28,0,112.0,0,4,0,0,0,0,0,0.0,0,0.01965,0,TN
2062,0.002586427,68,0,4.0,0,4,0,0,0,0,0,0.0,0,0.00241,0,TN
2085,0.402664316,51,0,0.088775273,4302,5,0,0,0,0,0,4302.0,0,0.01162,0,TN
2091,0.028005705,49,0,0.299329199,7900,16,0,2,0,0,0,7900.0,0,0.01684,0,TN
2094,0.0,50,0,1222.0,1,19,0,1,0,0,0,1.0,0,0.01457,0,TN
2096,0.023248837999999997,36,0,0.088126389,4050,4,0,0,0,0,0,4050.0,0,0.02158,0,TN
2099,0.025361644,57,0,2884.0,0,16,0,2,0,0,0,0.0,0,0.01971,0,TN
2101,0.207916833,48,0,0.180242067,3056,15,0,0,0,1,0,1528.0,0,0.05444,0,TN
2110,0.319693442,67,1,0.494706249,4816,16,0,1,0,0,0,4816.0,0,0.07078999999999999,0,TN
2116,0.503660421,51,0,0.34637088899999996,15416,22,0,3,0,2,0,5138.666666666667,0,0.09012,0,TN
2128,0.808042698,52,0,0.561887622,5000,9,0,1,0,3,0,1250.0,0,0.08174,0,TN
2130,0.143608005,54,0,0.33601142700000003,5600,15,0,1,0,2,0,1866.666666666667,0,0.02214,0,TN
2131,0.112387394,30,0,1230.0,0,12,1,0,0,0,0,0.0,0,0.16902,0,TN
2136,0.287522654,39,2,0.634727545,6000,19,0,1,0,2,0,2000.0,0,0.11082,0,TN
2143,0.034495213999999996,38,0,1122.0,0,9,0,1,0,2,0,0.0,0,0.0173,0,TN
2147,0.01699306,73,0,0.269474638,4415,13,0,2,0,0,0,4415.0,0,0.00439,0,TN
2153,0.22849398699999998,56,0,0.306564342,7296,9,0,2,0,0,0,7296.0,0,0.01166,0,TN
2155,0.147292635,40,0,0.067548418,6350,2,0,1,0,2,0,2116.6666666666665,0,0.02097,0,TN
2159,0.070111885,56,0,0.220878049,10249,6,0,2,0,0,0,10249.0,0,0.00695,0,TN
2162,0.516420752,40,4,0.016135705,2416,7,1,0,0,2,0,805.3333333333335,0,0.3206,0,TN
2163,0.12995122,46,1,242.0,0,17,0,0,0,2,0,0.0,0,0.04837,0,TN
2164,0.359984517,57,0,2108.0,0,8,0,1,0,0,0,0.0,0,0.0076799999999999985,0,TN
2179,0.078958502,39,0,0.38380135,12000,11,0,1,0,6,0,1714.2857142857142,0,0.01845,0,TN
2181,0.02355508,54,0,0.466629119,3550,8,0,2,0,0,0,3550.0,0,0.01538,0,TN
2188,0.414240261,61,0,0.136463194,10500,14,0,2,0,0,0,10500.0,0,0.02406,0,TN
2193,0.001162656,40,2,809.0,0,6,0,1,0,0,0,0.0,0,0.12235,0,TN
2199,0.027904098,81,0,35.0,0,9,0,0,0,0,0,0.0,1,0.00432,0,TN
2200,0.05097687,49,0,0.175073233,21847,13,0,1,0,0,0,21847.0,0,0.01025,0,TN
2207,0.06137026,72,0,0.275938947,5830,6,0,1,0,1,0,2915.0,0,0.00413,0,TN
2210,0.546226887,26,0,0.071192375,5140,3,2,0,2,1,0,2570.0,0,0.49624,0,TN
2215,0.946352367,30,3,886.0,0,9,0,0,0,1,0,0.0,0,0.28481,0,TN
2229,0.0,43,1,0.260749173,13000,15,0,2,0,2,0,4333.333333333333,0,0.02398,0,TN
2231,0.638198235,55,0,0.376462354,10000,12,0,2,0,0,0,10000.0,0,0.03683,0,TN
2234,0.107365293,35,0,0.06699330099999999,10000,5,0,0,1,0,0,10000.0,0,0.09715,0,TN
2235,0.178084094,38,0,0.836036436,4500,13,0,2,0,2,0,1500.0,0,0.05003,0,TN
2259,0.032604457999999996,66,0,0.641991925,5200,9,0,0,0,0,0,5200.0,0,0.0161,0,TN
2260,0.0,67,0,0.19585051899999997,8000,5,0,1,0,0,0,8000.0,0,0.006370000000000001,0,TN
2262,0.038045505,56,0,0.240268552,14000,8,0,2,0,1,0,7000.0,0,0.00743,0,TN
2264,0.44418392100000004,59,0,0.715381932,8600,22,0,3,0,2,0,2866.666666666666,0,0.04744,0,TN
2267,0.035763475,69,0,0.200508998,5500,9,0,0,0,1,0,2750.0,0,0.00554,0,TN
2271,0.944044764,27,0,0.14089422,4584,7,0,0,0,1,0,2292.0,0,0.097,0,TN
2272,0.117133186,31,0,0.263956007,6000,6,0,1,0,1,0,3000.0,0,0.01956,0,TN
2278,0.93549709,55,0,0.4502933,6477,10,0,2,0,0,1,6477.0,0,0.06748,0,FN
2279,0.741505663,43,2,0.182833217,5731,11,0,0,1,1,1,2865.5,0,0.31502,0,FN
2284,0.979246733,33,3,0.113866325,7016,8,0,0,0,2,0,2338.6666666666665,0,0.28486,0,TN
2286,0.756949537,39,0,0.7556881759999999,2680,6,0,1,0,1,0,1340.0,0,0.0606,0,TN
2288,0.7377376390000001,34,0,0.363659085,4000,13,0,0,0,3,0,1000.0,0,0.10764,0,TN
2290,0.9999998999999999,26,0,0.0,2000,0,0,0,0,0,0,2000.0,0,0.07936,0,TN
2295,0.077461503,50,0,87.0,0,4,0,0,0,0,0,0.0,0,0.014769999999999997,0,TN
2301,0.004269932,73,0,10.0,0,10,0,0,0,0,0,0.0,0,0.00469,0,TN
2306,0.41522923899999997,55,1,0.236357659,3041,5,0,0,0,0,0,3041.0,0,0.08957999999999999,0,TN
2312,0.07224768200000001,58,0,0.361514127,9166,9,0,1,0,0,0,9166.0,0,0.00979,0,TN
2319,0.071398215,31,0,1663.0,0,9,0,2,0,2,0,0.0,0,0.02715,0,TN
2320,0.9384602879999999,35,0,0.344655345,1000,3,0,0,0,0,0,1000.0,0,0.12001,0,TN
2324,0.098532359,46,0,0.091918883,9812,6,0,0,0,0,1,9812.0,0,0.01486,0,FN
2326,0.0,62,0,0.589041096,2700,6,0,1,0,0,0,2700.0,0,0.00987,0,TN
2328,0.000583899,46,0,0.409908909,4500,4,0,0,0,0,0,4500.0,0,0.0153,0,TN
2337,0.9999998999999999,48,4,1.195921631,2500,5,1,3,1,0,1,2500.0,0,0.4851,0,FN
2340,0.331931595,33,0,0.44818304200000003,5200,7,0,2,0,0,1,5200.0,0,0.00705,0,FN
2349,0.058720891,28,0,0.07430856400000001,3000,3,0,0,0,0,0,3000.0,0,0.02713,0,TN
2351,0.156709144,60,0,0.047498516,32000,15,0,1,0,2,0,10666.666666666666,0,0.01852,0,TN
2360,0.000307164,93,0,0.150462384,4000,11,0,1,0,0,0,4000.0,1,0.02926,0,TN
2373,0.19812264100000002,58,0,0.598523304,4333,8,0,1,0,0,0,4333.0,0,0.00807,0,TN
2382,0.0,58,0,0.132574778,11600,10,0,3,0,1,0,5800.0,0,0.01301,0,TN
2383,0.24114835899999998,54,0,0.22225430699999998,10388,8,0,1,0,3,0,2597.0,0,0.0075200000000000015,0,TN
2386,0.0,42,0,0.573151007,6800,10,0,2,0,3,0,1700.0,0,0.02281,0,TN
2390,0.962037962,38,1,0.18257527199999998,1560,3,0,0,0,0,0,1560.0,0,0.19734,0,TN
2394,0.012361668999999999,74,2,0.010582011,1700,7,0,0,0,0,0,1700.0,0,0.11568,0,TN
2397,0.018547333,84,0,31.0,0,8,0,0,0,0,0,0.0,1,0.00366,0,TN
2399,0.3713758620000001,64,0,3107.0,0,6,0,1,0,0,0,0.0,0,0.00783,0,TN
2401,0.154398948,51,0,1.035995501,2666,13,0,2,0,0,0,2666.0,0,0.0522,0,TN
2412,0.754010532,41,0,0.33289174899999996,5283,10,0,0,0,1,0,2641.5,0,0.09606,0,TN
2414,0.655633909,65,0,0.47285601899999996,5083,13,0,1,0,0,0,5083.0,0,0.0584,0,TN
2425,0.123401619,55,0,1540.0,0,12,0,0,0,0,0,0.0,0,0.01316,0,TN
2438,0.024731104,48,0,1230.0,0,6,0,1,0,3,0,0.0,0,0.01011,0,TN
2448,0.0,58,0,1113.0,0,4,0,1,0,0,0,0.0,0,0.00583,0,TN
2454,0.05934153900000001,72,0,0.39157858799999995,11731,15,0,2,0,1,0,5865.5,0,0.01065,0,TN
2459,0.955391478,59,0,1931.0,0,8,0,1,0,0,0,0.0,0,0.04637,0,TN
2469,0.9515757109999999,29,0,0.873503384,1920,9,0,1,2,0,0,1920.0,0,0.25751,0,TN
2470,0.9999998999999999,55,0,1242.0,0,6,0,1,0,1,0,0.0,0,0.04385,0,TN
2475,0.043752272,69,0,0.21893158399999998,5334,5,0,1,0,0,0,5334.0,0,0.00365,0,TN
2478,0.025079156000000002,64,0,0.010381862,8379,12,0,0,0,0,0,8379.0,0,0.00494,0,TN
2489,0.409889289,38,0,0.7824267779999999,2150,8,0,1,0,1,0,1075.0,0,0.02534,0,TN
2490,0.258262875,40,1,0.7180939690000001,3000,5,3,2,0,1,1,1500.0,0,0.5523100000000001,1,TP
2495,0.882164926,60,0,0.426229508,2500,8,0,0,0,0,0,2500.0,0,0.06294,0,TN
2503,0.12498758300000001,57,0,0.115903155,14166,13,0,1,0,2,0,4722.0,0,0.01757,0,TN
2504,0.018660989,54,0,0.194950912,12833,5,0,1,0,0,0,12833.0,0,0.00913,0,TN
2515,0.9267991990000001,81,1,2110.0,0,6,0,0,0,0,0,0.0,1,0.11883,0,TN
2523,0.353357583,40,0,0.691030897,10000,10,0,4,0,6,0,1428.5714285714291,0,0.06247000000000001,0,TN
2527,0.48585301,58,0,0.315384615,7149,9,0,1,0,0,0,7149.0,0,0.02147,0,TN
2531,0.033369849,57,0,0.413894505,5440,9,0,2,0,2,0,1813.333333333333,0,0.01796,0,TN
2535,0.337388426,39,0,0.333611065,6000,6,0,2,0,0,0,6000.0,0,0.00825,0,TN
2540,0.099153905,63,1,42.0,0,2,0,0,0,1,0,0.0,0,0.06319,0,TN
2551,0.982225514,52,0,0.804941482,3075,8,0,2,0,1,0,1537.5,0,0.09949,0,TN
2552,0.9720372840000001,53,2,0.178454842,3675,9,1,0,1,0,1,3675.0,0,0.46839,0,FN
2555,0.320599996,56,0,0.260669262,28000,26,0,2,0,2,0,9333.333333333334,0,0.02518,0,TN
2559,0.046057815,69,0,0.0027496559999999996,8000,10,0,0,0,0,0,8000.0,0,0.004229999999999999,0,TN
2560,0.9999998999999999,36,0,1.018654231,1500,3,1,1,1,0,1,1500.0,0,0.44224,0,FN
2570,0.309359655,48,0,0.27257345,6500,8,0,0,0,2,0,2166.6666666666665,0,0.01513,0,TN
2571,0.0,62,0,0.491100593,15000,12,0,5,0,2,0,5000.0,0,0.05736,0,TN
2580,0.17741692,56,0,0.09959004099999999,10000,14,1,1,0,2,0,3333.333333333333,0,0.16902,0,TN
2593,0.10918328699999999,50,0,0.22862856199999998,6000,6,0,1,0,2,0,2000.0,0,0.016890000000000002,0,TN
2604,0.248978185,50,1,458.0,0,9,0,0,0,1,0,0.0,0,0.07889,0,TN
2608,0.20794187600000005,63,2,0.313303063,10350,24,0,2,0,0,0,10350.0,0,0.10683,0,TN
2619,0.081188763,64,0,59.0,0,4,0,0,0,0,0,0.0,0,0.004220000000000001,0,TN
2629,0.018796023000000002,58,0,0.10877824400000001,5000,4,0,0,0,0,0,5000.0,0,0.0068,0,TN
2630,0.10636312099999999,45,0,0.287671233,10000,5,0,2,0,5,0,1666.666666666667,0,0.00958,0,TN
2637,0.9999998999999999,33,0,0.456089277,2060,5,0,1,0,0,0,2060.0,0,0.07381,0,TN
2640,0.429820482,43,1,0.139293461,6453,7,0,0,0,2,0,2151.0,0,0.07075,0,TN
2642,0.9862805490000001,45,0,0.744842233,3295,8,0,2,0,0,0,3295.0,0,0.10665,0,TN
2660,0.027882592,45,0,2196.0,0,11,0,2,0,2,0,0.0,0,0.01265,0,TN
2665,0.819906832,58,0,10370.0,0,17,0,3,0,0,0,0.0,0,0.03567,0,TN
2669,0.800148282,41,0,0.235855487,4400,12,0,0,0,3,0,1100.0,0,0.12597,0,TN
2676,0.41835095,39,0,0.285777113,11368,10,0,1,0,4,0,2273.6,0,0.02265,0,TN
2682,0.466997893,71,0,0.36213517700000003,7811,9,0,1,0,0,0,7811.0,0,0.01857,0,TN
2686,0.463684544,52,0,0.129979368,6300,3,0,0,0,0,0,6300.0,0,0.01947,0,TN
2696,0.512038648,46,1,0.32149506899999997,14500,9,0,2,1,2,0,4833.333333333333,0,0.26951,0,TN
2699,0.16635649,54,0,0.044488877999999996,4000,7,0,0,0,1,0,2000.0,0,0.01267,0,TN
2721,0.683035218,42,0,0.048154933,3820,3,0,0,0,2,0,1273.3333333333333,0,0.06102000000000001,0,TN
2722,0.12323896699999999,57,0,0.011065191,7500,4,0,0,0,1,0,3750.0,0,0.01119,0,TN
2726,0.0,30,0,0.094795539,2689,3,0,0,0,0,0,2689.0,0,0.0198,0,TN
2727,0.076867853,28,0,0.026394721,1666,2,0,0,0,0,0,1666.0,0,0.03009,0,TN
2744,0.9999998999999999,24,0,1.0,0,0,0,0,0,0,0,0.0,0,0.07045,0,TN
2745,0.17491583300000002,34,0,0.243837442,1500,6,0,0,0,0,0,1500.0,0,0.01681,0,TN
2748,0.02389662,53,0,0.395405447,6572,13,0,1,0,3,0,1643.0,0,0.016380000000000002,0,TN
2751,0.671332867,37,1,0.434792268,4500,4,0,1,0,0,0,4500.0,0,0.10554,0,TN
2752,0.044381200999999995,77,1,288.0,0,5,1,1,0,0,0,0.0,0,0.16902,0,TN
2754,0.506915514,66,0,0.14742639300000002,4720,5,0,0,0,0,0,4720.0,0,0.01924,0,TN
2762,0.6224377560000001,49,0,0.482405345,4489,6,0,1,0,0,0,4489.0,0,0.04946,0,TN
2764,0.9281883470000001,49,0,0.32018883600000003,3600,5,0,1,0,0,0,3600.0,0,0.06614,0,TN
2770,0.51958007,42,0,0.160787992,5329,4,3,0,1,2,0,1776.333333333333,0,0.53092,1,FP
2771,0.583270935,44,0,0.08405999300000001,8600,3,0,0,0,4,0,1720.0,0,0.0446,0,TN
2782,0.046682013,61,0,0.246381372,6355,7,0,1,0,0,0,6355.0,0,0.00509,0,TN
2788,0.467479789,44,0,0.5538689370000001,2700,8,0,2,0,0,0,2700.0,0,0.02291,0,TN
2791,0.325306795,56,0,0.772428515,17800,20,0,5,0,0,0,17800.0,0,0.07343999999999999,0,TN
2792,0.9999998999999999,21,0,0.0,300,1,0,0,0,0,0,300.0,0,0.07045,0,TN
2796,0.0,44,1,0.353955756,8000,9,1,2,0,3,0,2000.0,0,0.16902,0,TN
2813,0.331795463,24,0,0.36286645,1534,3,0,0,0,0,0,1534.0,0,0.02004,0,TN
2815,0.6054732039999999,48,0,0.550224888,2000,7,0,0,0,2,0,666.6666666666666,0,0.0533,0,TN
2821,0.722910836,60,1,0.596680664,5000,5,0,1,0,2,0,1666.666666666667,0,0.12399,0,TN
2825,0.450384987,63,0,0.473244147,2391,5,0,0,0,3,0,597.75,0,0.01644,0,TN
2834,0.114680613,71,0,0.19212428899999998,6500,9,0,1,0,0,0,6500.0,0,0.00867,0,TN
2839,0.028567196,45,0,0.518330309,8264,12,0,2,0,2,0,2754.666666666666,0,0.01946,0,TN
2841,0.5471373420000001,49,0,0.659678643,14500,6,0,3,0,3,0,3625.0,0,0.04983,0,TN
2845,0.043287642,55,0,0.206326315,10400,13,0,1,0,2,0,3466.666666666666,0,0.01263,0,TN
2854,0.0,53,0,0.21913202899999998,3271,2,0,1,0,1,0,1635.5,0,0.01386,0,TN
